Assessment of myelination progression in subcortical white matter of children aged 6-48 months using T2-weighted imaging.,"subcortical,myelination,white matter,children,myelination,subcortical,white matter,WM",30302499
"Glycogen synthase kinase-3β inhibition enhances myelination in preterm newborns with intraventricular hemorrhage, but not recombinant Wnt3A.","myelination,intraventricular hemorrhage,inhibition,intraventricular,Glycogen synthase,Wnt3A,Glycogen synthase kinase-3β,signaling,TCF-4,expression,Notch,IL6,IVH,myelination,GSK-3β,rabbits,inhibition,signaling,GSK,Intraventricular hemorrhage,neurological function,IVH,GSK-3β,Wnt signaling,human,inhibition,Wnt signaling,expression,oligodendrocyte,IL1β,Intraventricular,signaling,maturation,inhibition,ARA,maturation,inhibition,inhibitors,inflammation,Wnt signaling,proliferation,GSK,Axin2 transcription factors,Wnt3A,myelination,IVH,signaling,white matter,rabbit,microglia,rabbits,rh-Wnt3A,IVH,gliosis,myelination,myelination,cells,GSK-3β,maturation,Notch,rabbits,TNFα,Wnt3A treatment,IL1β,IVH,Wnt3A,GSK,ARA,signaling,IVH,IVH,transcription,IVH,signaling,GSK-3β,infiltration,rh-Wnt3A,GSK-3β,Wnt signaling,GSK,IVH,ARA,β-catenin,Notch,microglia,ARA,GSK,myelination,protein,rabbits,myelination,maturation,AR-A014418,pro,signaling,pathway,myelination,progenitor cells",29940337
N-Wasp Regulates Oligodendrocyte Myelination.,"Oligodendrocyte,Myelination,membrane,N-Wasp, a protein,Myelin,formation,conduction,membrane,axons,Oligodendrocyte,CNS,cells,myelination,lip,myelination,axons,cells,optic nerve,cord,CNS,mice,myelination,actin filaments,myelinated,Schwann cells,cellular,oligodendrocytes,nervous,fast,myelination,myelin,actin nucleation,actin nucleation,Schwann cells,myelin,oligodendrocytes,myelin membrane,actin cytoskeleton,oligodendrocyte,CNS,rearrangement,myelin,degeneration,myelination,hypomyelination,Wiskott-Aldrich syndrome,regulation,action potentials,nervous system,formation,CNS,actin filament,oligodendrocytes,myelin,myelin,branched,CNS,myelin,protein,detachment,cell,protein,CNS,membrane,spinal cord,oligodendrocytes,myelin,SIGNIFICANCE STATEMENT</b,actin nucleation factor,corpus callosum,myelin,myelin,myelination,cellular process,myelination,N-Wasp,PNS,Arp2/3 complex-dependent actin,myelin membrane,CNS,N-Wasp",32601246
Loss of Adaptive Myelination Contributes to Methotrexate Chemotherapy-Related Cognitive Impairment.,"Methotrexate,Cognitive Impairment,Myelination,myelination,behavioral,myelination,precursor cell,expression,myelination,cognitive impairment,MTX,myelin,TrkB,myelination,microglial,neurological function,methotrexate,glial,MTX,TrkB,mouse,cognitive impairment,MTX,Oligodendrocyte,myelination,TrkB,cortical,impaired,cell,expression,microglial,myelination,microglial,signaling,MTX,mice,MTX,TrkB,agonist",31122677
Independent and cooperative roles of the Mek/ERK1/2-MAPK and PI3K/Akt/mTOR pathways during developmental myelination and in adulthood.,"ERK1/2,Akt,PI3K,mTOR,myelination,ERK1,Mek,MAPK,pathways,signaling,Akt,mice,balance,myelin sheath,growth,Mek,pathways,myelination,MAPK,Mek,ERK1,ERK1/2,myelin,growth,oligodendrocyte differentiation,Akt,mTORC1,PI3K,MAPK,oligodendrocyte,mTORC1,myelin sheath,PI3K,myelination,PI3K,ERK1,mTOR,pathways,Akt,Mek,MAPK,remyelination,Mek,mTORC1,myelination,oligodendrocytes,myelination,targeting,signaling,axons,demyelinating diseases,oligodendrocyte differentiation,Mek,intracellular,myelinated,PI3K,axons,myelination,myelin,ERK1/2-MAPK,ERK1,ERK1,signaling,oligodendrocyte,intracellular,pathways,extracellular,mTOR,Akt,oligodendrocytes,mTOR,ERK1,myelin,regulation of myelination,ERK1/2,ERK1/2-MAPK",30761608
Bihemispheric alterations in myelination in children following unilateral perinatal stroke.,"children,myelination,stroke,cerebral palsy,stroke,brain,myelination,children,brain,arterial,myelination,myelination,impaired,epilepsy,stroke,Stroke,cerebral,biological processes",29988959
Myelination and Node of Ranvier Formation in a Human Motoneuron-Schwann Cell Serum-Free Coculture.,"Node of Ranvier,Formation,Motoneuron,Human,Schwann Cell,Cell,Node,Myelination,Serum,nerve impulses,node of Ranvier,myelin basic protein,neurofilament,contactin-associated protein 1,motor neuron,myelin,Tooth disorder,node,nervous,ascorbate,serum,growth,saltatory conduction,myelin,human,syndrome,motoneurons,axons,myelin,peripheral neuropathy,myelination,Schwann cells,cell,protein,myelination,SCs,voltage,conduction,SCs,glycoprotein,human,human,clusters,nerve,node of Ranvier,expressed,cells,Tooth,myelination,Myelination,anti-myelin-associated glycoprotein,transcription,node,axons,human,formation,formation,demyelinating diseases,protein,stem,myelination,peripheral nervous system,remyelination,protein,protein,early growth response protein 2",32786317
Activity-Dependent Myelination of Parvalbumin Interneurons Mediated by Axonal Morphological Plasticity.,"Myelination,Parvalbumin,Interneurons,myelin,internode,PV,myelination,interneurons,interneurons,myelin,PV,PV,parvalbumin,PV,interneurons,neurons,interneurons,myelin,parvalbumin,neocortex,interneurons,PV,myelination,myelination,fast,prefrontal cortex,myelination,interneurons,Myelination,myelination,cells,neurons,axonal branch,myelination,branch,cell,myelination,PV,fast,PV,axon,myelination,prefrontal cortex,interneurons,mice,myelination,cell,conduction velocity",29507147
Perinatal exposure to nonylphenol delayed myelination in offspring cerebellum.,"myelination,cerebellum,cerebellum,astrocytes,cerebellum,myelination,cerebellum,oligodendrocytes,cerebellar function,ID4,myelination,cerebellar,myelin,cerebellum,BMP4,cerebellum,myelination,p-Smad1,BMP,cells,glial cells,BMP,BMP,signaling,cerebellum,signaling,signaling,cerebellum,myelination,myelination",32589996
Age-dynamic networks and functional correlation for early white matter myelination.,"myelination,white matter,development,brain function,brain,brain regions,children,brain regions,white matter,myelination,development,behavioral,myelination,white matter,myelination,brain,myelination,brain regions,development,myelination,maturation,myelination,myelinated,white matter,Brain regions,brain,developmental process,white matter,brain development",30392094
Sox2 Is Essential for Oligodendroglial Proliferation and Differentiation during Postnatal Brain Myelination and CNS Remyelination.,"Myelination,Remyelination,Sox2,Brain,CNS,Proliferation,Differentiation,remyelination,tremors,translational,periventricular leukomalacia,Sox2,CNS,Sox2,myelination,myelination,differentiation,neurological disorders,OL,Sox2,multiple sclerosis,myelination,CNS,Sox2,maturation,CNS,differentiation,Sox2,myelin,differentiation,CNS myelin repair.<b,myelin formation,proliferation,repair,Sox2,cells,oligodendrocyte,myelin,oligodendrocyte,brain,cells,remyelination,cells,differentiation,myelin,CNS,proliferation,proliferation,mouse brain,myelin formation,cord,myelination,brain,impairment,spinal cord,mouse,regeneration,brain and spinal cord,remyelination,progenitor cells,differentiation,myelination,cord,myelin,OL,mice,repair,Sox2,spinal cord,embryonic,development,OL,myelin,pathways,brain,remyelination,myelination,brain,brain,Sox2,brain,myelination,myelin,OL,myelination,pathways,CNS,repair,regeneration,Sox2,brain,oligodendrocyte,OL,Sox2,CNS,repair,Sox2,cord,ataxia,murine,targeting,hypomyelination,SIGNIFICANCE STATEMENT</b,Sox2",29335358
Spatiotemporal Control of CNS Myelination by Oligodendrocyte Programmed Cell Death through the TFEB-PUMA Axis.,"Programmed Cell Death,Axis,PUMA,TFEB-PUMA,CNS,Oligodendrocyte,Myelination,Bak,PUMA,TFEB,pathway,murine,glia,TFEB,axons,oligodendrocytes,elimination,Nervous system function,transcription factor EB,expressed,brain,nervous,myelination,myelination,CNS,transcription,Myelination,myelination,myelination,brain regions,cell,brain,Nervous system,oligodendrocytes,oligodendrocytes,programmed cell death,development,nervous system,oligodendrocyte,CNS,myelination",30503207
The Lysosomal Transcription Factor TFEB Represses Myelination Downstream of the Rag-Ragulator Complex.,"Transcription,Myelination,Lysosomal,Rag-Ragulator Complex,Ragulator Complex,Lysosomal Transcription Factor TFEB,Tfeb,protein,myelin,remyelination,transcription,RagA mutants,axonal conduction,mutant,lysosomal,myelin formation,remyelination,myelination,Myelin,myelination,expression,myelination,oligodendrocytes,remyelination,Tfeb,development,Tfeb,zebrafish,myelination,myelin,myelination,lysosomal transcription factor,mouse,lysosomal G protein RagA,TFEB,fast,CNS,lysosomal,RagA,oligodendrocytes,Tfeb,myelination,protein,cytoplasm",30399334
Dual function of the PI3K-Akt-mTORC1 axis in myelination of the peripheral nervous system.,"nervous,mTORC1,axis,myelination,PI3K,peripheral nervous system,Akt,myelination,PTEN,myelination,SCs,remyelination,Krox20,mTORC1,myelination,myelination,SCs,mTORC1,mouse,nerve,anabolism,myelin,Schwann cells,homeostasis,Akt,Egr2,PI3K,mTORC1,cells,mTORC1,mTORC1,mTORC1,Myelination,myelination,gatekeeper,myelination,expression,growth,signaling,PNS,mTORC1,development,mTORC1,TSC1,S6K,differentiated",28880149
Sox2 expression in Schwann cells inhibits myelination <i>in vivo</i> and induces influx of macrophages to the nerve.,"expression,myelination,macrophages,Schwann cells,Sox2,nerve,cells,Schwann cells,mice,Sox2,transcription,myelination,Schwann cell,cells,Sox2,nervous,expression,cell,peripheral nervous system,Schwann cells,development,cell function,stem cell,myelination,Sox2,peripheral nerves,nervous,Sox2,Schwann cell,myelination,repair,Schwann cells,cells,axon,nerve,cell,proliferative,Sox2 transcription factor,myelination,myelination,Schwann cells,expression,differentiated,inflammation,cells,development,peripheral nervous system,peripheral nerve,myelination,myelination,cells,axons,myelination",28743796
Microfiber drug/gene delivery platform for study of myelination.,"myelination,gene delivery,cells,myelin,myelination,myelination,differentiation,differentiation,myelination,caprolactone,remyelination,cord,oligodendrocyte,formation,MBP,functional recovery,demyelinating diseases,cells,spinal cord,remyelination,membranes,MBP",29885526
Sodium-dependent Vitamin C transporter 2 deficiency impairs myelination and remyelination after injury: Roles of collagen and demethylation.,"Sodium-dependent Vitamin C transporter 2,remyelination,Vitamin C,collagen,myelination,demethylation,peripheral nerves,DRG,ascorbic acid,impaired,extracellular matrix,myelination,ascorbic acid,protein,collagen,extracellular,mice,cholesterol,expression,Vitamin C Transporter 2,myelination,nerve development,Vitamin C,layers,cholesterol biosynthesis,protein expression,myelination,Peripheral nerve,demethylation,DRG,collagen alpha1,SVCT2,DRG,myelination,myelination,ascorbic acid,translocation,extracellular matrix,ascorbic acid,ascorbic acid,formation,myelination,myelin,collagen,dorsal root ganglion,peripheral nerve,sup,formation,peripheral nerve,collagen,extracellular matrix,peripheral nerve,peripheral nerve,ascorbic acid,extracellular,mice,ascorbic acid,collagen,extracellular,mechanism of action,ascorbic acid,lipid,ganglion,collagen,myelination,methylation",28456003
Modulation of Neural Activity for Myelination in the Central Nervous System.,"Central Nervous System,Myelination,Nervous,axon,axons,peripheral nerve system,myelination,nervous system,neurons,oligodendrocyte,PNS,myelin,myelin sheath,Cells,maturation,psychiatric disorders,nervous,myelin sheath,CNS,central nervous system,myelin,myelination,myelination,demyelinating diseases,neuroprotection,nervous,formation,myelination,Schwann Cells,neuron,myelination,oligodendrocytes,conduction,layer",31555087
"Deletion of Calcineurin in Schwann Cells Does Not Affect Developmental Myelination, But Reduces Autophagy and Delays Myelin Clearance after Peripheral Nerve Injury.","Peripheral Nerve,Autophagy,Myelin,Schwann Cells,Myelination,Calcineurin,Cells,CNS,mice,myelin,Neuregulin-1 Type III,calcineurin,remyelination,myelin,CnB,myelin,TFEB,impaired,myelination,CnB,calcineurin,CnB,SCs,lysosomal,myelination,nerve,autophagy,Neuregulin-1 Type III,myelination,myelin,KROX20,myelin,cells,axons,birth,calcineurin,pathways,calcineurin B,TFEB,calcineurin,myelin,sup,myelin,calcineurin,mice,calcineurin,mice,transcription,differentiation,autophagy,SCs,translocation,nucleus,cells,myelination,SCs,remyelination,Schwann cells,myelination,Schwann cells,degeneration,nerve,PNS,myelin,CnB,mice,autophagy,autophagy,calcineurin,biogenesis,peripheral nerve,SCs,TFEB,expression,PNS,SCs,Schwann cells,myelination,myelin,transcription factor EB,SCs,myelin,calcineurin,birth,SCs,signaling,SCs,dephosphorylation,CnB,autophagy,cells",32641402
"Amyloid precursor protein and amyloid precursor-like protein 2 have distinct roles in modulating myelination, demyelination, and remyelination of axons.","Amyloid precursor protein,remyelination,protein,protein,myelination,amyloid precursor-like protein 2,Amyloid,demyelination,axons,amyloid,APP,corpus callosum,amyloid precursor protein,withdrawal,BACE1,APP,amyloid,mice,protein,BACE1,nervous,BACE1,axons,optic nerves,APP,amyloid precursor-like protein 2,corpus callosum,mice,regulation of myelination,myelin sheath,myelinated,glycoprotein,mice,APP,myelination,demyelination,APP,amyloid,remyelination,remyelination,APLP2,axons,remyelination,APLP2-KO,APP,brain tissue,central nervous system,central nervous systems,myelination,protein,proteolipid protein,APLP2,nervous system,myelination,oligodendrocyte,axons,nervous system development,myelination,regeneration,axons,BACE1,remyelination,demyelination,nervous,myelin oligodendrocyte glycoprotein,nervous,mice,demyelination,myelin,peripheral nervous system,myelin,myelinated,APLP2,myelination,APLP2,myelination,mice,myelin,protein,sciatic nerves,demyelination,APLP2",30506868
Ex Vivo Myelination and Remyelination in Cerebellar Slice Cultures as a Quantitative Model for Developmental and Disease-Relevant Manipulations.,"Remyelination,Myelination,Cerebellar,labor,demyelination,CSC,cerebellar,translational,cell,transgenic mice,fast,CSC,Sagittal,myelin,fiber,mouse,mouse,remyelination,remyelination,oligodendrocyte,neuron,astrocytes,hypoxia,myelination,CSC,cerebellum,microglia,cerebellar slice culture,Demyelination,tamoxifen,tissue,fixed,myelination,cerebellar,myelination,myelination,hindbrain,myelination,cells,differentiation,myelination,hypomyelination,mice,conducting",32597864
Subcellular Optogenetic Stimulation Platform for Studying Activity-Dependent Axon Myelination In Vitro.,"Axon,Myelination,myelination,myelination,nervous system,myelination,demyelination,myelination,nervous,myelination,neuron,neuron,cell,conduction velocity",30006712
The Protein Tyrosine Phosphatase Shp2 Regulates Oligodendrocyte Differentiation and Early Myelination and Contributes to Timely Remyelination.,"Myelination,Remyelination,Protein Tyrosine Phosphatase Shp2,Tyrosine,Oligodendrocyte,Oligodendrocyte Differentiation,Protein,Phosphatase,CNS development,Shp2,regeneration,differentiation,Shp2,oligodendrocyte,myelination,tyrosine,oligodendrocyte differentiation,oligodendrocytes,myelin maintenance,protein tyrosine phosphatase,demyelinating diseases,demyelination,multiple sclerosis,myelin,oligodendrocyte differentiation,oligodendrocytes,demyelination,oligodendrocyte,oligodendrocyte differentiation,Akt,CNS,phosphatase,mouse,Shp2,Shp2,protein,myelination,remyelination,ERK,pathways,Shp2,signaling,Shp2,myelination,oligodendrocyte differentiation,demyelination,CNS,Shp2,rapamycin,phosphatase,cellular,protein,oligodendrocyte,multiple sclerosis,myelination,signaling,myelination,myelination,oligodendrocyte,protein phosphatase Shp2,Shp2,neurogenesis,myelin",29217681
"A blend containing docosahexaenoic acid, arachidonic acid, vitamin B12, vitamin B9, iron and sphingomyelin promotes myelination in an in vitro model.","arachidonic acid,docosahexaenoic acid,B12,myelination,vitamin,vitamin,sphingomyelin,nervous,glycoprotein,differentiation,arachidonic acid,myelination,development,myelin,myelin-associated glycoprotein,nutrient,myelination,maturation,humans,myelination,binding,cells,maturation,sphingomyelin,vitamin,oligodendrocyte,MBP,protein,myelination,maturation,nutrients,oligodendrocytes,docosahexaenoic acid,OLs,myelin,OLs,dietary intake,formation,myelin sheath,central nervous system,OLs,cells,axons,cells,cells,neurofilament,MAG,myelin binding protein,MAG,MBP,nutrients,proliferation,nutrient,myelination,vitamin,nutrition,OLs,myelin,B12",30806182
Δ<sup>9</sup> -Tetrahydrocannabinol promotes oligodendrocyte development and CNS myelination in vivo.,"Tetrahydrocannabinol,oligodendrocyte,myelination,CNS,oligodendrocyte development,THC,Cannabis sativa,THC,Tetrahydrocannabinol,cannabinoid receptors,oligodendrocyte,cannabinoid,Cannabinoid,demyelination,exerts,OL,antagonists,myelination,oligodendrocyte,subcortical,rapamycin complex 1,OL,periods,2-arachidonoylglycerol,cells,white matter,myelination,embryonic,CNS,cannabinoid,signaling pathway,mTORC1,mammalian target of rapamycin complex 1,mice,precursor cell,inhibition,development,-Tetrahydrocannabinol,THC,THC,Cannabinoid receptors,differentiation,THC,OL,endocannabinoid,THC,myelination,endocannabinoids,THC,mTORC1,development,myelination,Cannabis,CNS,THC,differentiation,cell cycle,cannabinoid",32956517
Cell type-specific evaluation of ADGRG1/GPR56 function in developmental central nervous system myelination.,"GPR56,central nervous system,Cell type,central nervous system myelination,myelinated,nervous,cell,central nervous system,cell,microglia,astrocytes,myelination,axons,myelin formation,axons,cell,myelination,protein,CNS,cross-talk,cells,Myelination,proliferation,expressed,oligodendrocyte,neurons,effort,Adhesion,microglia,cell,Adhesion G protein-coupled receptor ADGRG1,GPR56,myelin,myelination,myelin,neurons,cells,cell,physiological processes,glial cells,astrocytes,cells",32902916
An alternative mechanism of early nodal clustering and myelination onset in GABAergic neurons of the central nervous system.,"myelination,neurons,central nervous system,nervous,nodes,neurons,neurons,node,node,myelin,node,clusters,axons,myelination,myelination,node of Ranvier,saltatory conduction,node of Ranvier,clusters,node,myelination,conduction velocity,formation,clusters,targeting,trafficking,fast,hippocampal,myelinated,myelination,protein,clusters,membrane,node,CNS",32119167
Cytoskeletal Signal-Regulated Oligodendrocyte Myelination and Remyelination.,"Oligodendrocyte,Cytoskeletal,Myelination,Remyelination,CNS,cytoskeletal,signaling,myelination,Fyn substrate proteins,conduction,cadherin superfamily proteins,axons,ephrin,Eph,oligodendrocyte,rearrangement,cytoskeletal,tyrosine,proteins,CNS,signaling,action potentials,myelination,remyelination,nervous,myelination,CNS,brain functions,Myelination,remyelination,proteins,remyelination,proteins,central nervous system,OL tyrosine kinase,Myelination,axons,remyelination,Notch,brain",31760636
Combinatorial lentiviral gene delivery of pro-oligodendrogenic factors for improving myelination of regenerating axons after spinal cord injury.,"cord,gene delivery,pro,myelination,spinal cord,axons,axons,noggin+PDGF,PDGF,PDGF-AA,myelin,cells,oligodendrocyte,Spinal cord,axons,cord,platelet,differentiation,Noggin,PDGF,myelination,myelination,noggin+PDGF,axons,recruitment,oligodendrocyte,mouse,cells,myelination,growth,growth,overexpression,axons,platelet-derived growth factor,condition,functional recovery,myelination,myelination",30229864
Oligodendrocyte Differentiation and Myelination Is Potentiated via GABA<sub>B</sub> Receptor Activation.,"Myelination,Receptor Activation,Oligodendrocyte,GABA,Oligodendrocyte Differentiation,antagonist,oligodendrocyte,protein,cells,GABA,agonist,GABA,GABAR,differentiation,rat,inhibitor,protein expression,protein,neurotransmitters,differentiation,nervous,CNS,GABARs,GABA,myelin,axons,Src-family kinases,regulation of myelination,myelination,myelin,PP2,central nervous system,GABA,agonist,differentiation,oligodendrocytes,myelination,GABA,phosphorylation,Src-family kinases,baclofen,GABA,OLs,GABA,GABA,baclofen,GABA receptors,GABA,GABA,Src,OLs,growth,differentiation,baclofen,MBP,Differentiation,neurotransmitters,GABA,expressed,maturation,expressed,GABA,expression,GABA,OLs,OLs,myelination",31349008
"Elmo1 function, linked to Rac1 activity, regulates peripheral neuronal numbers and myelination in zebrafish.","Elmo1,myelination,zebrafish,Rac1,Peripheral nervous system,glia,Schwann cells,sorting,Elmo1,PLL,development,mutant,macrophages,axons,myelin,SC,PNS,SCs,ganglion,axons,elmo1 mutants,myelination,SC,myelination,coordination,elmo1 mutant,zebrafish,small GTPase,Rac1,axons,Lateral Line,death,macrophage,development,Elmo1,development,SCs,Rac1,sorting,expression,cell motility,myelination,Elmo1,cytoskeleton,birth,Rac1,cell,macrophage,myelination,Elmo1,Elmo1,myelination,myelination,Peripheral nervous system development,cells",31161284
Enhancing Oligodendrocyte Myelination Rescues Synaptic Loss and Improves Functional Recovery after Chronic Hypoxia.,"Functional Recovery,Myelination,Oligodendrocyte,Hypoxia,synapses,myelination,oligodendrocyte,hypomyelination,oligodendrocyte differentiation,muscarinic receptor 1,myelination,myelination,oligodendrocyte differentiation,hypoxic,M1R,cells,oligodendrocyte,hypoxia,functional recovery,hypoxia,myelination,cortical,white matter,functional recovery,mice,innervation,myelination,differentiation,hypoxia,functional recovery,oligodendrocyte,hypoxia,functional recovery,myelination,motor deficit,myelination",30078577
Hypoxia and myelination deficits in the developing brain.,"Hypoxia,myelination,brain,reactive oxygen species,microglia,progenitor cells,cells,development,endoplasmic reticulum,sensory functions,Hypoxic,hypoxic,myelin,oligodendrocyte differentiation,extracellular,brain,down-regulation,brain,oligodendrocyte,oligodendrocytes,brain,maturation,myelination,myelin-associated glycoprotein,differentiation,proliferation,nitric oxide,glycoprotein,protein,hypoxia,glutamate,myelination,Cellular,astrocytes,platelet-derived growth factor receptor,death,oligodendrocytes,brain,proteins,Myelination,myelin,hypoxic,microglia,astrocytes,myelin,brain development,platelet-derived growth factor,axons,oligodendrocytes,hypoxia,myelination,myelination,oligodendrocytes,reticulum,Oligodendrocyte,release,impaired",29964158
Endogenous opioid peptides and brain development: Endomorphin-1 and Nociceptin play a sex-specific role in the control of oligodendrocyte maturation and brain myelination.,"brain,maturation,peptides,brain,Nociceptin,oligodendrocyte,myelination,brain development,MOR ligand endomorphin-1,brain,ligand,brain,μ-opioid receptor,oligodendrocyte differentiation,multiple sclerosis,methadone,cells,expression,antagonist,myelination,oligodendrocyte,myelination,maturation,buprenorphine,rat,oligodendrocytes,EM-1 and nociceptin,oligodendrocytes,brain,oligodendrocytes,myelination,brain,EM-1 and nociceptin,cells,rat brain,rat,cellular,nociceptin,orphanin FQ receptor,demyelinating disease,myelination,nervous,NOR ligand nociceptin,abuse,central nervous system,brain,brain development,ligand,oligodendrocytes,exerts",32065429
