Interferon beta ameliorates cognitive dysfunction in a rat model of Alzheimer's disease: Modulation of hippocampal neurogenesis and apoptosis as underlying mechanism.,"Alzheimer's disease,cognitive dysfunction,apoptosis,hippocampal,neurogenesis,rat,Interferon beta,expression,cells,apoptosis,Bcl-2,AD,formation,rat,apoptosis,AD,progenitor cells,Nestin,memory,rats,Ki67,hippocampus,memory,neurogenesis,apoptosis,Alzheimer's disease,apoptosis,inhibition of apoptosis,mutant,neurogenesis,plaque,impaired,water,hippocampus,hippocampal,memory,apoptosis,neurogenesis,CA3,caspase-3 and seladin-1,AD,degeneration,memory impairment,APP,brain,overexpression,hippocampus,neurogenesis,expression,rat,CA1,hippocampal,cells,hippocampal,exerts,APP,plaque,neurogenesis,memory deficits,central nervous system,AD,AD,spatial learning,CNS,nervous,APP,caspase-3,neurogenesis,DCX,dentate gyrus,Reelin,Interferon beta,cleaved",31152860
An Overview of Nicotinic Cholinergic System Signaling in Neurogenesis.,"Neurogenesis,Signaling,pathways,extracellular,neurons,intracellular,proliferation,differentiation,lateral ventricle,DG,acetylcholine,NSCs,signaling,dentate gyrus,neurogenesis,brain,neurogenesis,brain,Neurogenesis,neurogenesis,nicotinic acetylcholine receptors,cells,repairing,formation,brain,nAChRs,hippocampus,neurons,neural stem cells,Neurogenesis",32279909
Genetic ablation of tau in postnatal neurons rescues decreased adult hippocampal neurogenesis in a tauopathy model.,"neurogenesis,tau,neurons,hippocampal,tauopathy,impairment,mutant,neurogenesis,cells,human,cells,dentate gyrus,DG,human,DG,neural stem cells,mutant,cells,granule,impairment,mutant,pathology,tau,granular layer,localization,hippocampal,cells,tauopathies,neurons,neurogenesis,impaired,tau,granule,expression,proliferation,mice,dentate gyrus,neurogenesis,neurogenesis,mutant,expressed,proliferation,cells,hippocampal,tau,expressed,tau,hippocampal,tau,hippocampal,dentate gyrus,granular layer,tau,tau,cells,tau,granule,mice,mutant,expression,pathology,neurogenesis,proliferation,expressed,human mutant tau,mice,learning,neurogenesis,mice,cells,mouse tau,mutant,cells,tau,expression,human,mutant,tau,mice,DG,mutant,Alzheimer's disease,mice,development,tau,mice,mice,Impaired,mice,mice,granule,Sox2,expressed,tau,tau,mice,tau,tauopathies,tau,human,mice,human,tau,memory,cell,hippocampal,mouse,granule,cells",30818066
Neurogenesis and antidepressant action.,"antidepressant,Neurogenesis,behaviors,separation,antidepressant,MDD,neurons,dentate gyrus,neurogenesis,hypothalamic,hippocampus,neurogenesis,neurogenesis,suppression,antidepressant,HPA,hippocampal,HPA,antidepressant,behaviors,neurogenesis,MDD,recruitment,antidepressant,impaired,integration,hypothalamic-pituitary-adrenal,behavioral,remission,neurons,MDD,axis,monoamine,MDD,pathogenesis,pituitary,cortical,MDD,neurogenesis,major depressive disorder,response to antidepressant,axis,body,hippocampal,neurogenesis,regulation,indicator",31165247
"Neurogenesis in the adult hippocampus: history, regulation, and prospective roles.","Neurogenesis,hippocampus,regulation,neural plasticity,cells,binding,brain,behavioral,brain,P21,hippocampus,brain,binding,hippocampal,Dentate gyrus,schizophrenia 1,Bone,neurodegenerative diseases,BrdU,Recombination,cyclin-dependent kinase inhibitor,Sonic hedgehog SOX2,protein,nervous system,hypothalamus,Neural stem cells,hippocampal,brain,Shh,BMP,Protein kinase,neurogenesis,intracellular,Mecp2 Methyl-CpG-binding protein 2 mTOR,mouse mammary tumor virus,hippocampal,regulation,cells,nervous,progenitor cells,neurogenesis,Gamma-aminobutyric acid,protein,Olfactory bulb,Olfactory,repair,Protein,Methyl,nervous,brain,nervous system,AKT Protein kinase B BMP Bone Morphogenic Protein,neurons,dentate gyrus,GABA,Fibroblast Growth Factor,regulation,Binding,protein,inhibitor 1 RBPj,neurogenesis,mammary tumor,olfactory,FGF-2 Fibroblast Growth Factor 2 GABA Gamma-aminobutyric acid Mbd1 Methyl-CpG-binding domain protein 1,nervous,Wnt3,Immunoglobulin,Bromodeoxyuridine,rapamycin,CNS,neurogenesis,extracellular,neurogenesis,Recombination Signal Binding protein for Immunoglobulin Kappa,neurogenesis,olfactory bulb,neurons,hippocampal,Methyl,evolution,Central nervous system",30433866
Loss of Neurogenesis in Aging Hydra.,"Aging,Neurogenesis,nervous,cold,neurons,cells,cells,neurogenesis,neurogenesis,ISCs,expression,germ cells,aging,interstitial,AHR,interstitial,stem cells,neurogenesis,cold,Notch,cells,upregulation,gametogenesis,cold,interstitial stem cells,downregulation,ISCs,fast,germ cells,aging,Otx1,neurons,TCF15,death,FoxJ3,gland,expressed,cold,FGFR,cells,Hydra vulgaris,cells,neurotransmission,neurogenesis,germ cells,H. oligactis,elimination,Meis1,neurons,nervous system,cells,neurogenesis,nervous,neurogenesis,nervous system,aging",30912256
PRDX6 Inhibits Neurogenesis through Downregulation of WDFY1-Mediated TLR4 Signal.,"WDFY1,Downregulation,Neurogenesis,PRDX6,neurogenesis,peroxiredoxin,neurogenesis,downregulation,WDFY1,neural stem cell,mice,WDFY1,cells,brain disorders,PRDX6,transgenic mice,cells,Alzheimer's disease,neural stem cells,neurogenesis,cell,neurogenesis,neurogenesis,expression,PRDX6,Parkinson's disease,impairment,TIR-domain-containing adapter-inducing interferon-β,PRDX6 Tg,expression,PRDX6 Tg,neurodegenerative diseases,PRDX6,toll-like receptors,signaling,PRDX6,TRIF,PRDX6,Impaired,brain,expression,development,neurodegenerative diseases,mice,PRDX6,neural stem cells,neural stem cells,protein,mice,mice,PRDX6,mice,neurogenesis,mice,PRDX6 Tg,cells,mice,NSCs,WDFY1 siRNA,TLRs,neurogenesis,PRDX6,WDFY1,WDFY1,AD,TLRs,PD,peroxiredoxin 6,differentiation,cells,PRDX6",30097850
Vitronectin mitigates stroke-increased neurogenesis only in female mice and through FAK-regulated IL-6.,"FAK,neurogenesis,stroke,IL-6,Vitronectin,mice,stroke,LIF,sex hormones,ischemic stroke,mice,liver,stroke,VTN,VTN,expression,focal adhesion,macrophages,mice,VTN,astrocytic,microglia,signaling,IL-6,middle cerebral artery occlusion,FAK,injury site,astrocytes,IL-6,plasma,neuroprotection,stroke,bloodstream,stroke,neurogenesis,IL-6,cells,expression,expression,IL-6,neurogenesis,leakage,IL-6,Vitronectin,CNTF,plasma VTN,ciliary neurotrophic factor,mice,pro,neurogenesis,expression,expression,leukemia,neurogenesis,mice,protein,IL-6,VTN,interleukin-6,mice,neurogenesis,FAK,leukemia inhibitory factor,focal adhesion kinase,blood,IL-6,stroke,cell",31678139
"Involvement of an Oct4-related PouV gene, pou5f3/pou2, in neurogenesis in the early neural plate of zebrafish embryos.","neural plate,embryos,zebrafish,neurogenesis,cells,neurogenesis,gene network,signaling,signaling,neural plate,gastrulation,soxB1 genes,neurog1,Suppression,expression,P19 cells,neural development,embryos,clusters,spl,neurogenesis,gene regulatory network,her3,Notch,expression,clusters,neurogenesis,her4.1,ebf2,Notch,ectoderm,lateral inhibition,clusters,hybridization,neurog1,Notch-dependent Hairy/E,clusters,neurogenesis,Notch,embryos,cells,neurogenesis,P19,expression",31520602
Inhibition of Elevated Hippocampal CD24 Reduces Neurogenesis in Mice With Traumatic Brain Injury.,"Hippocampal,Neurogenesis,Inhibition,Brain,CD24,Mice,CD24,cerebral cortex,phosphorylation,neurons,humans,CD24,CD24,CD24,protein,hippocampus,neurogenesis,RNA interference,homology region,dentate gyrus,Src homology region 2-containing protein tyrosine phosphatase 2,cells,dentate gyrus,water,neurogenesis,doublecortin,expression,CD24,inhibition,mice,expression,Downregulation,brain,neurogenesis,hippocampal,mice,phosphatase,cells,CD24,expression,hippocampus,expression,CD24,CD24,CD24,brain,Brain,neurogenesis,hippocampus,CD24,CD24,protein,hippocampus,tyrosine,neurogenesis,DCX,mRNA",31421380
"Adult neurogenesis promotes efficient, nonspecific search strategies in a spatial alternation water maze task.","alternation,water,neurogenesis,behavioral,neurogenesis,water,condition,hippocampus,rats,rats,neurogenesis,neurogenesis,neurogenesis,behavioral,rats,neurogenesis,neurogenesis,Neurogenesis,learning,neurogenesis",31445978
E93 Integrates Neuroblast Intrinsic State with Developmental Time to Terminate MB Neurogenesis via Autophagy.,"Autophagy,Neurogenesis,Neuroblast,neuroblasts,phosphatidylinositol 3-kinase,hormone,Syp,Syp,development,NSCs,expression,pupal development,transcription,neurogenesis,developmental timing,mushroom body,expression,neuroblasts,neurogenesis,expressed,steroid hormone,neurogenesis,Syp,steroid hormone receptor,memory,Cell,NSCs,MB,neuroblasts,cell,formation,neuroblast,learning,autophagy,MB,MB,phosphatidylinositol,MB,cell divisions,MB,development,steroid,neurogenesis,elimination,MB,PI3K,development,neuroblasts,neurogenesis,Imp,cells,Syp,neurons,neurogenesis,neural stem cells,Imp,neuroblasts,Imp",30773368
"24(<i>S</i>),25-Epoxycholesterol and <i>cholesterol 24S-hydroxylase</i> (<i>CYP46A1</i>) overexpression promote midbrain dopaminergic neurogenesis <i>in vivo</i>.","CYP46A1,midbrain,overexpression,neurogenesis,cholesterol,cholesterol 24S-hydroxylase,neurogenesis,neurogenesis,NR1H2,oculomotor,midbrain,midbrain,neurogenesis,CYP46A1,Parkinson's disease,red nucleus,liver,midbrain,cholesterol,neurons,ligand,mouse,nucleus,mDA,mDA,Lxr,neurogenesis,overexpression,mDA,neuron development,midbrain dopaminergic,inhibitor,neuron,Lxr ligand,geranylgeranyl pyrophosphate,ligand,cholesterol 24S-hydroxylase,overexpression,neurogenesis,mDA,mDA,mouse,neurogenesis,midbrain,Lxrβ,mDA,neurons,mDA,Lxrα,NR1H3,biosynthetic,CYP46A1,combat,Lxr,mice,human",30655290
An increase in neural stem cells and olfactory bulb adult neurogenesis improves discrimination of highly similar odorants.,"neurogenesis,neural stem cells,cells,olfactory bulb,olfactory,expression,NSC,brain,neural stem cells,NSC,cell cycle,cell,neurogenesis,mouse,neurogenesis,stem cells,neurogenesis,brain function,expression,neurogenesis,neurogenesis,mice,cells,Olfactory,tissue,olfactory,olfactory bulb,cells,olfactory,Cdk4,mice,neurons,neurons",30643018
The α7 nicotinic acetylcholine receptors regulate hippocampal adult-neurogenesis in a sexually dimorphic fashion.,"hippocampal,nicotinic acetylcholine receptors,neurogenesis,acetylcholine,mice,nAChR,mice,dentate gyrus,cys-loop receptor channels,nestin,neurogenesis,hippocampus,integration,mice,neurogenesis,signaling,signaling,cell,separation,cells,calcium,cell divisions,mice,neurogenesis,neurogenesis,neurons,cys,α7 nAChR,neurons,neural stem cell,mice,NSC,nestin,neurogenesis,cell,mice,mouse,neurogenesis,nAChR,neurons",30515567
Adult Hippocampal Neurogenesis in Different Taxonomic Groups: Possible Functional Similarities and Striking Controversies.,"Hippocampal,Neurogenesis,learning,neurogenesis,neurogenesis,hippocampal,neurogenesis,neurogenesis,memory,neurogenesis,humans,hippocampus,migration,separation,neurogenesis,cells,brain,neurons,neurons,high weight,memory,learning,hippocampal,retention,humans",30764477
Cannabinoid signalling in embryonic and adult neurogenesis: possible implications for psychiatric and neurological disorders.,"signalling,neurological disorders,neurogenesis,embryonic,Cannabinoid,neurogenesis,cannabinoids,ischaemia,neurons,central nervous system development,stroke,brain,neurogenesis,brain,embryonic,neurogenesis,signalling,cannabinoid receptors,cannabinoid,neurogenesis,depression,cannabinoid,schizophrenia,nervous systems,Cannabinoid,development,periods,neurogenesis,neurological disorders,signalling,Alzheimer's disease,cannabinoid,endocannabinoid,brain function,cannabinoids,neurological disorders,regulation,neurogenesis,embryonic,central nervous system,neurological disorders,nervous",29764526
Microglial P2Y12 Receptor Regulates Seizure-Induced Neurogenesis and Immature Neuronal Projections.,"P2Y12 Receptor,Microglial,Seizure,Neurogenesis,seizure,microglia,microglia,brain,targeting,humans,microglial,brain,P2Y12 receptors,microglial,expressed,P2Y12 receptors,P2Y12R,microglia,microglia,Seizures,targeting,neurogenesis,P2Y12R,seizure,microglial,balance,signaling,epilepsy,P2Y12R,neurons,cell,neurogenesis,neurogenesis,mice,brain,kainic acid,purinergic P2Y12 receptors,epileptic,microglia,epilepsy,microglia,cells,CA3,seizure,microglia,seizures,seizure,inhibition,microglial,neurogenesis,brain,participant,microglia,axis,development,brain,neurogenesis",31597724
High-fat Diet and Physical Exercise Differentially Modulate Adult Neurogenesis in the Mouse Hypothalamus.,"Neurogenesis,Mouse,Mouse Hypothalamus,brain,glucose,hypothalamus,regulation,body,neurogenesis,insulin,neurogenesis,glucose tolerance,neurogenesis,tolerance,arcuate nucleus,brain,neurogenesis,metabolic,ArcN,body,insulin sensitivity,neurogenesis,energy balance,proliferation,hypothalamus,cell proliferation,nutrition,pro,obesity,cell,hypothalamus,hippocampal,hypothalamic,counter,neurogenesis,mice,balance,appetite control,hypothalamic,nucleus,inflammatory response,metabolic syndrome,microglia,cellular,body",30599265
Intermittent Hypoxia Disrupts Adult Neurogenesis and Synaptic Plasticity in the Dentate Gyrus.,"Dentate Gyrus,Hypoxia,Neurogenesis,facilitation,sleep apnea,hippocampal,periods,neurogenesis,hippocampal,long-term potentiation,reactive oxygen species,pulse,sleep,neurogenesis,LTP,glial cells,neurogenesis,sleep apnea,hypoxia,brain,superoxide anion scavenger during IH,hippocampal,hippocampus,cell proliferation,progenitor cells,dentate gyrus,sleep,sleep,signaling,neuron,sleep apnea,hippocampus,hypoxia,humans,brain function,hippocampal,behavioral,Neurons,neurons,long-term potentiation,dentate gyrus,sleep apnea,cell,reactive oxygen species,murine,cells,neurogenesis,Sox2,sleep,LTP,neurons,cells,dentate gyrus,superoxide anion,cellular,neurogenesis,neurogenesis,Antioxidant,neurogenesis,behaviors,suppression,progenitor cell,dentate gyrus,hippocampus",30587544
Vitronectin from brain pericytes promotes adult forebrain neurogenesis by stimulating CNTF.,"pericytes,forebrain,brain,Vitronectin,CNTF,neurogenesis,CNTF,inhibitor,VTN,VTN,VTN,signaling,blood,Vitronectin,FAK,neurogenesis,glycoprotein,extracellular matrix,expressed,astrocytes,IL-6,VTN,signaling,VTN,neurogenesis,gp130,plasma,organs,mice,VTN,neurogenesis,FAK,LIF,VTN antibody,FAK,mice,antibody,FAK,astrocytic,expression,CNTF,hemostasis,tissues,gp130,brain,CNTF,neurogenesis,neurogenesis,pericyte,pericytes,anti-neurogenic LIF,CNTF,LIF,VTN,signaling,expression,cell,pro,extracellular,expression,FAK,inhibitor,mice,mice,IL-6,IL-6,inhibition",30408465
Prenatal Inflammation Dampens Neurogenesis and Enhances Serotonin Transporter Expression in the Hippocampus of Adult Female Rats.,"Hippocampus,Serotonin,Rats,Neurogenesis,Inflammation,Serotonin Transporter,Expression,serotonin transporters,rats,LPS,blocking,LPS,hippocampal,SERT,neurogenesis,lipopolysaccharide,neurogenesis,hippocampus,serotonin,neurogenesis,SERT,expression",30884483
"Aberrant epigenetic gene regulation in hippocampal neurogenesis of mouse offspring following maternal exposure to 3,3'-iminodipropionitrile.","mouse,neurogenesis,hippocampal,gene regulation,mitochondrial,cell,neurogenesis,methyl,neurogenesis,neurogenesis,Kiss1,DNA methylation,PND,mitochondrial ribosomal protein,PND,body,ribosomal protein,facilitation,immediate-early genes,Edc4,interleukin-6,reverse transcription,MRPL38,interneurons,hypermethylation,drinking,PND,neurotransmission,neurogenesis,Downregulation,impaired,cell,neurogenesis,PND,downregulation,differentiation,dentate gyrus,expression,Mated,Downregulation,granule cell,granule cell,migration,postnatal day,hippocampal,mice,neurogenesis,Mrpl38,downregulation,Mrpl38,weaning,PND,hippocampal,cell,neurogenesis,dentate gyrus,mouse,Edc4,mitochondrial,water,Kiss1,cell differentiation,interneurons",30726815
Alterations of hippocampal neurogenesis during development of Alzheimer's disease-like pathology in OXYS rats.,"rats,development,neurogenesis,hippocampal,Alzheimer's disease,pathology,pathology,AD,extracellular matrix,development,pathogenesis,TrkA,AD,hippocampal,cellular,growth,extracellular,dementia,AD,neurogenesis,rats,dentate gyrus,angiogenesis,p75,nerve,AD,neurogenesis,pathology,neurogenesis,Neurogenesis,nerve growth factor receptors,neuronal plasticity,neurodegeneration,brain,AD,neurogenesis,hippocampus,hippocampal,pathology,Alzheimer's disease,neurogenesis,AD,development,hippocampus,rats,neurodegeneration,AD,neurons,AD,Alzheimer's disease,rats,development",30415068
A multiscale mathematical model of cell dynamics during neurogenesis in the mouse cerebral cortex.,"mouse,neurogenesis,cell,mouse cerebral cortex,Neurogenesis,neuron,cell,IPs,progenitor cells,cell cycle,neurogenesis,cells,murine,cerebral cortex,progenitor cells,intermediate progenitors,cells",31521111
Decreased Neurogenesis Increases Spatial Reversal Errors in Chickadees (Poecile atricapillus).,"Poecile atricapillus,Neurogenesis,memory,hippocampus,memory,neurons,formation,hippocampal,separation,neurogenesis,memory,neurogenesis,memory,methylazoxymethanol,neurotoxin,Working memory,differentiation,acetate,neurogenesis,memory,DCX,neurogenesis,Poecile atricapillus,neurogenesis,black-capped chickadees,memory,hippocampal,memory,neurogenesis,hippocampal,hippocampal,memory,memory,doublecortin",30246945
"Baicalin Modulates APPL2/Glucocorticoid Receptor Signaling Cascade, Promotes Neurogenesis, and Attenuates Emotional and Olfactory Dysfunctions in Chronic Corticosterone-Induced Depression.","Olfactory,Signaling Cascade,Corticosterone,Baicalin,Depression,Glucocorticoid Receptor Signaling,Neurogenesis,APPL2,corticosterone,mice,olfactory system,mice,APPL2,mouse,APPL2 Tg,depression,development,APPL2,olfactory,PH domain and leucine zipper 2,behaviors,baicalin,signaling pathway,olfactory,glucocorticoid,olfactory,neurogenesis,antidepressant,mice,GR,depression,olfactory,GR,neurogenesis,neurogenesis,APPL2,APPL2,Impaired,Baicalin,neurogenesis,olfactory,APPL2 Tg,behaviors,baicalin,antidepressant,impaired,olfactory,APPL2 Tg,GR,phosphotyrosine,glucocorticoid receptor,GR,mice,APPL2,olfactory,hippocampal,chronic depression,leucine,behaviors,olfactory bulb,neurogenesis,Olfactory,Behavioral,hippocampus,hippocampus,signaling pathway,olfactory,olfactory,APPL2,protein,neurogenesis,baicalin,depression,olfactory,olfactory,GR,mouse,APPL2",29675572
Water-Soluble Arginyl-Diosgenin Analog Attenuates Hippocampal Neurogenesis Impairment Through Blocking Microglial Activation Underlying NF-κB and JNK MAPK Signaling in Adult Mice Challenged by LPS.,"Mice,MAPK,Hippocampal,MAPK Signaling,Blocking,Arginyl,Neurogenesis,Water,LPS,JNK,NF-κB,Microglial,Diosgenin,Impairment,neurogenesis,JNK,NSCs,neurogenesis,nitric oxide,signaling,neurodegenerative disorders,MAPK,Arg,impaired,LPS,pro,diosgenin,DG,microglial,Microglia,hippocampal,impaired,neural stem cells,DG,arginyl,Arg,hippocampus,pro,NO,prostaglandin D2 production,PGD2,DG,NF-κB,LPS,DG,LPS,cells,interleukin (IL)-6,neurogenesis,tumor necrosis factor,hippocampal,expression,DG,iNOS,proliferation,hippocampal,differentiation,DG,LPS,blocking,TNF-α,DG,dentate gyrus,impaired,Arg,cells,neurogenesis,LPS,Arg,DG,Arg,mice,microglia,microglial,Arg,neurogenesis,cells,microglial,microglial,nitric oxide,memory,cognitive decline,Arg,DG,COX-2,IL-1β,DG,nitric oxide synthase,water,tumor necrosis factor alpha,cyclooxygenase-2",30740619
Targeting Seizure-Induced Neurogenesis in a Clinically Relevant Time Period Leads to Transient But Not Persistent Seizure Reduction.,"Seizure,Targeting,Neurogenesis,Seizure,refractory epilepsy,targeting,temporal lobe,development,development,recurrent seizures,blocking,hippocampal,seizures,neurons,seizure,neurons,recurrent seizures,pilocarpine,seizure,SE,targeted,seizures,seizure,neurons,epilepsy,seizures,Mesial,status epilepticus,recurrent seizures,neurogenesis,seizure,temporal lobe epilepsy,SE,neurogenesis,neurogenesis,neurons,SE,neurogenesis,neurogenesis,development,blocking,seizure,formation,seizures,neurons,targeting,mice,seizure,epilepsy,SE",31308098
Image-guided cranial irradiation-induced ablation of dentate gyrus neurogenesis impairs extinction of recent morphine reward memories.,"dentate gyrus,cranial,morphine,neurogenesis,memory,neurogenesis,neurogenesis,neurogenesis,mice,morphine,hippocampal,memory,morphine,neurogenesis,neurogenesis,mice,Dentate gyrus,mice,hippocampal,mice,behavioral,neurogenesis,impaired,dentate gyrus,targeted,neurogenesis,hippocampal,formation,morphine,dentate gyrus",30779299
